sigla,nome_pregao,isin,classe,price,change,changepct,setor,subsetor,segmento,codcvm,cnpj,razao_social,cnpj_adm,razao_social_adm,sigla4
GGBR4,GERDAU PN,BRGGBRACNPR8,AÇÃO,14.84,-0.09,-0.60,MATERIAIS BÁSICOS,SIDERURGIA E METALURGIA,SIDERURGIA,3980,33.611.500/0001-19,GERDAU S.A.,---,---,GGBR
GNDI3,INTERMEDICA ON,BRGNDIACNOR2,AÇÃO,33.17,0.70,2.16,SAÚDE,SERV.MÉD.HOSPIT..ANÁLISES E DIAGNÓSTICOS,SERV.MÉD.HOSPIT..ANÁLISES E DIAGNÓSTICOS,24384,19.853.511/0001-84,NOTRE DAME INTERMEDICA PARTICIPACOES SA,---,---,GNDI
GOAU3,GERDAU MET ON,BRGOAUACNOR1,AÇÃO,7.17,-0.06,-0.83,MATERIAIS BÁSICOS,SIDERURGIA E METALURGIA,SIDERURGIA,8656,92.690.783/0001-09,METALURGICA GERDAU S.A.,---,---,GOAU
GOAU4,GERDAU MET PN,BRGOAUACNPR8,AÇÃO,7.11,-0.07,-0.97,MATERIAIS BÁSICOS,SIDERURGIA E METALURGIA,SIDERURGIA,8656,92.690.783/0001-09,METALURGICA GERDAU S.A.,---,---,GOAU
GOLL4,GOL PN,BRGOLLACNPR4,AÇÃO,23.14,-0.66,-2.77,BENS INDUSTRIAIS,TRANSPORTE,TRANSPORTE AÉREO,19569,06.164.253/0001-87,GOL LINHAS AEREAS INTELIGENTES S.A.,---,---,GOLL
GPCP3,GPC PART ON,BRGPCPACNOR4,AÇÃO,12.55,0.00,0.00,MATERIAIS BÁSICOS,QUÍMICOS,PETROQUÍMICOS,16632,02.193.750/0001-52,GPC PARTICIPACOES S.A.,---,---,GPCP
GRND3,GRENDENE ON,BRGRNDACNOR3,AÇÃO,8.16,0.03,0.37,CONSUMO CÍCLICO,TECIDOS. VESTUÁRIO E CALÇADOS,CALÇADOS,19615,89.850.341/0001-60,GRENDENE S.A.,---,---,GRND
GSHP3,GENERALSHOPP ON,BRGSHPACNOR7,AÇÃO,1.15,0.00,0.00,FINANCEIRO,EXPLORAÇÃO DE IMÓVEIS,EXPLORAÇÃO DE IMÓVEIS,21008,08.764.621/0001-53,GENERAL SHOPPING E OUTLETS DO BRASIL S.A.,---,---,GSHP
GUAR3,GUARARAPES ON,BRGUARACNOR4,AÇÃO,133.76,1.76,1.33,CONSUMO CÍCLICO,COMÉRCIO,TECIDOS. VESTUÁRIO E CALÇADOS,4669,08.402.943/0001-52,GUARARAPES CONFECCOES S.A.,---,---,GUAR
HAGA3,HAGA S/A ON,BRHAGAACNOR7,AÇÃO,2.97,0.00,0.00,BENS INDUSTRIAIS,CONSTRUÇÃO E ENGENHARIA,PRODUTOS PARA CONSTRUÇÃO,13366,30.540.991/0001-66,HAGA S.A. INDUSTRIA E COMERCIO,---,---,HAGA
HAGA4,HAGA S/A PN,BRHAGAACNPR4,AÇÃO,1.44,0.02,1.41,BENS INDUSTRIAIS,CONSTRUÇÃO E ENGENHARIA,PRODUTOS PARA CONSTRUÇÃO,13366,30.540.991/0001-66,HAGA S.A. INDUSTRIA E COMERCIO,---,---,HAGA
HAPV3,HAPVIDA ON,BRHAPVACNOR4,AÇÃO,28.41,-0.09,-0.32,SAÚDE,SERV.MÉD.HOSPIT..ANÁLISES E DIAGNÓSTICOS,SERV.MÉD.HOSPIT..ANÁLISES E DIAGNÓSTICOS,24392,05.197.443/0001-38,HAPVIDA PARTICIPACOES E INVESTIMENTOS SA,---,---,HAPV
HBOR3,HELBOR ON,BRHBORACNOR3,AÇÃO,1.27,-0.01,-0.78,CONSUMO CÍCLICO,CONSTRUÇÃO CIVIL,INCORPORAÇÕES,20877,49.263.189/0001-02,HELBOR EMPREENDIMENTOS S.A.,---,---,HBOR
HBTS5,HABITASUL PNA,BRHBTSACNPA3,AÇÃO,9.32,0.00,0.00,FINANCEIRO,EXPLORAÇÃO DE IMÓVEIS,EXPLORAÇÃO DE IMÓVEIS,3298,87.762.563/0001-03,CIA HABITASUL DE PARTICIPACOES,---,---,HBTS
HETA4,HERCULES PN,BRHETAACNPR9,AÇÃO,5.95,0.00,0.00,CONSUMO CÍCLICO,UTILIDADES DOMÉSTICAS,UTENSÍLIOS DOMÉSTICOS,6629,92.749.225/0001-63,HERCULES S.A. FABRICA DE TALHERES,---,---,HETA
HGTX3,CIA HERING ON,BRHGTXACNOR9,AÇÃO,28.43,-0.36,-1.25,CONSUMO CÍCLICO,TECIDOS. VESTUÁRIO E CALÇADOS,VESTUÁRIO,14761,78.876.950/0001-71,CIA HERING,---,---,HGTX
HOOT4,HOTEIS OTHON PN,BRHOOTACNPR9,AÇÃO,1.74,0.00,0.00,CONSUMO CÍCLICO,HOTEIS E RESTAURANTES,HOTELARIA,6700,33.200.049/0001-47,HOTEIS OTHON S.A.,---,---,HOOT
HYPE3,HYPERA ON,BRHYPEACNOR0,AÇÃO,24.68,-0.19,-0.76,SAÚDE,COMÉRCIO E DISTRIBUIÇÃO,MEDICAMENTOS E OUTROS PRODUTOS,21431,02.932.074/0001-91,HYPERA S.A.,---,---,HYPE
IBOV11,IBOVESPA IBO,BRIBOVINDM18,AÇÃO,92985.00,-1543.00,-1.63,---,---,---,---,---,---,---,---,IBOV
IDNT3,IDEIASNET ON,BRIDNTACNOR5,AÇÃO,2.90,-0.04,-1.36,FINANCEIRO,SERVIÇOS FINANCEIROS DIVERSOS,SERVIÇOS FINANCEIROS DIVERSOS,18414,02.365.069/0001-44,IDEIASNET S.A.,---,---,IDNT
IDVL3,INDUSVAL ON,BRIDVLACNOR5,AÇÃO,5.90,0.00,0.00,FINANCEIRO,INTERMEDIÁRIOS FINANCEIROS,BANCOS,20885,61.024.352/0001-71,BCO INDUSVAL S.A.,---,---,IDVL
IDVL4,INDUSVAL PN,BRIDVLACNPR2,AÇÃO,3.89,0.16,4.29,FINANCEIRO,INTERMEDIÁRIOS FINANCEIROS,BANCOS,20885,61.024.352/0001-71,BCO INDUSVAL S.A.,---,---,IDVL
IGBR3,IGB S/A ON,BRIGBRACNOR7,AÇÃO,2.14,0.01,0.47,FINANCEIRO,EXPLORAÇÃO DE IMÓVEIS,EXPLORAÇÃO DE IMÓVEIS,6815,43.185.362/0001-07,IGB ELETRÔNICA S/A,---,---,IGBR
IGTA3,IGUATEMI ON,BRIGTAACNOR5,AÇÃO,37.19,0.43,1.17,FINANCEIRO,EXPLORAÇÃO DE IMÓVEIS,EXPLORAÇÃO DE IMÓVEIS,20494,51.218.147/0001-93,IGUATEMI EMPRESA DE SHOPPING CENTERS S.A,---,---,IGTA
INEP3,INEPAR ON,BRINEPACNOR1,AÇÃO,12.99,0.84,6.91,BENS INDUSTRIAIS,MÁQUINAS E EQUIPAMENTOS,MÁQ. E EQUIP. INDUSTRIAIS,7595,76.627.504/0001-06,INEPAR S.A. INDUSTRIA E CONSTRUCOES,---,---,INEP
INEP4,INEPAR PN,BRINEPACNPR8,AÇÃO,13.40,0.47,3.63,BENS INDUSTRIAIS,MÁQUINAS E EQUIPAMENTOS,MÁQ. E EQUIP. INDUSTRIAIS,7595,76.627.504/0001-06,INEPAR S.A. INDUSTRIA E CONSTRUCOES,---,---,INEP
IRBR3,IRBBRASIL RE ON,BRIRBRACNOR4,AÇÃO,93.70,0.82,0.88,FINANCEIRO,PREVIDÊNCIA E SEGUROS,SEGURADORAS,24180,33.376.989/0001-91,IRB - BRASIL RESSEGUROS S.A.,---,---,IRBR
ITEC3,ITAUTEC ON,BRITECACNOR6,AÇÃO,57.33,0.02,0.03,TECNOLOGIA DA INFORMAÇÃO,COMPUTADORES E EQUIPAMENTOS,COMPUTADORES E EQUIPAMENTOS,12530,54.526.082/0001-31,ITAUTEC S.A. - GRUPO ITAUTEC,---,---,ITEC
ITSA3,ITAUSA ON,BRITSAACNOR0,AÇÃO,13.35,-0.19,-1.40,FINANCEIRO,INTERMEDIÁRIOS FINANCEIROS,BANCOS,7617,61.532.644/0001-15,ITAUSA INVESTIMENTOS ITAU S.A.,---,---,ITSA
ITSA4,ITAUSA PN,BRITSAACNPR7,AÇÃO,11.41,-0.18,-1.55,FINANCEIRO,INTERMEDIÁRIOS FINANCEIROS,BANCOS,7617,61.532.644/0001-15,ITAUSA INVESTIMENTOS ITAU S.A.,---,---,ITSA
ITUB3,ITAUUNIBANCO ON,BRITUBACNOR4,AÇÃO,28.44,-0.38,-1.32,FINANCEIRO,INTERMEDIÁRIOS FINANCEIROS,BANCOS,19348,60.872.504/0001-23,ITAU UNIBANCO HOLDING S.A.,---,---,ITUB
ITUB4,ITAUUNIBANCO PN,BRITUBACNPR1,AÇÃO,32.46,-0.37,-1.13,FINANCEIRO,INTERMEDIÁRIOS FINANCEIROS,BANCOS,19348,60.872.504/0001-23,ITAU UNIBANCO HOLDING S.A.,---,---,ITUB
JBDU3,J B DUARTE ON,BRJBDUACNOR6,AÇÃO,5.89,0.00,0.00,OUTROS,OUTROS,OUTROS,12319,60.637.238/0001-54,INDUSTRIAS J B DUARTE S.A.,---,---,JBDU
JBDU4,J B DUARTE PN,BRJBDUACNPR3,AÇÃO,5.00,0.00,0.00,OUTROS,OUTROS,OUTROS,12319,60.637.238/0001-54,INDUSTRIAS J B DUARTE S.A.,---,---,JBDU
JBSS3,JBS ON,BRJBSSACNOR8,AÇÃO,18.97,0.73,4.00,CONSUMO NÃO CÍCLICO,ALIMENTOS PROCESSADOS,CARNES E DERIVADOS,20575,02.916.265/0001-60,JBS S.A.,---,---,JBSS
JFEN3,JOAO FORTES ON,BRJFENACNOR0,AÇÃO,3.41,0.00,0.00,CONSUMO CÍCLICO,CONSTRUÇÃO CIVIL,INCORPORAÇÕES,7811,33.035.536/0001-00,JOAO FORTES ENGENHARIA S.A.,---,---,JFEN
JHSF3,JHSF PART ON,BRJHSFACNOR2,AÇÃO,2.41,0.04,1.69,CONSUMO CÍCLICO,CONSTRUÇÃO CIVIL,INCORPORAÇÕES,20605,08.294.224/0001-65,JHSF PARTICIPACOES S.A.,---,---,JHSF
JOPA3,JOSAPAR ON,BRJOPAACNOR5,AÇÃO,22.00,0.00,0.00,CONSUMO NÃO CÍCLICO,ALIMENTOS PROCESSADOS,ALIMENTOS DIVERSOS,13285,87.456.562/0001-22,JOSAPAR-JOAQUIM OLIVEIRA S.A. - PARTICIP,---,---,JOPA
JOPA4,JOSAPAR PN,BRJOPAACNPR2,AÇÃO,23.10,0.00,0.00,CONSUMO NÃO CÍCLICO,ALIMENTOS PROCESSADOS,ALIMENTOS DIVERSOS,13285,87.456.562/0001-22,JOSAPAR-JOAQUIM OLIVEIRA S.A. - PARTICIP,---,---,JOPA
JPSA3,JEREISSATI ON,BRJPSAACNOR6,AÇÃO,24.27,-0.02,-0.08,FINANCEIRO,EXPLORAÇÃO DE IMÓVEIS,EXPLORAÇÃO DE IMÓVEIS,8672,60.543.816/0001-93,JEREISSATI PARTICIPACOES S.A.,---,---,JPSA
JSLG3,JSL ON,BRJSLGACNOR2,AÇÃO,10.68,-0.14,-1.29,BENS INDUSTRIAIS,TRANSPORTE,TRANSPORTE RODOVIÁRIO,22020,52.548.435/0001-79,JSL S.A.,---,---,JSLG
KEPL3,KEPLER WEBER ON,BRKEPLACNOR1,AÇÃO,18.50,-0.09,-0.48,BENS INDUSTRIAIS,MÁQUINAS E EQUIPAMENTOS,MÁQ. E EQUIP. INDUSTRIAIS,7870,91.983.056/0001-69,KEPLER WEBER S.A.,---,---,KEPL
KLBN11,KLABIN S/A UNT,BRKLBNCDAM18,AÇÃO,16.18,-0.17,-1.04,MATERIAIS BÁSICOS,MADEIRA E PAPEL,PAPEL E CELULOSE,12653,89.637.490/0001-45,KLABIN S.A.,---,---,KLBN
KLBN3,KLABIN S/A ON,BRKLBNACNOR2,AÇÃO,4.35,-0.20,-4.40,MATERIAIS BÁSICOS,MADEIRA E PAPEL,PAPEL E CELULOSE,12653,89.637.490/0001-45,KLABIN S.A.,---,---,KLBN
KLBN4,KLABIN S/A PN,BRKLBNACNPR9,AÇÃO,2.98,0.02,0.68,MATERIAIS BÁSICOS,MADEIRA E PAPEL,PAPEL E CELULOSE,12653,89.637.490/0001-45,KLABIN S.A.,---,---,KLBN
KROT3,KROTON ON,BRKROTACNOR9,AÇÃO,9.70,-0.18,-1.82,CONSUMO CÍCLICO,DIVERSOS,SERVIÇOS EDUCACIONAIS,17973,02.800.026/0001-40,KROTON EDUCACIONAL S.A.,---,---,KROT
LAME3,LOJAS AMERIC ON,BRLAMEACNOR9,AÇÃO,12.37,0.00,0.00,CONSUMO CÍCLICO,COMÉRCIO,PRODUTOS DIVERSOS,8087,33.014.556/0001-96,LOJAS AMERICANAS S.A.,---,---,LAME
LAME4,LOJAS AMERIC PN,BRLAMEACNPR6,AÇÃO,15.31,0.12,0.79,CONSUMO CÍCLICO,COMÉRCIO,PRODUTOS DIVERSOS,8087,33.014.556/0001-96,LOJAS AMERICANAS S.A.,---,---,LAME
LCAM3,LOCAMERICA ON,BRLCAMACNOR3,AÇÃO,37.02,-0.29,-0.78,CONSUMO CÍCLICO,DIVERSOS,ALUGUEL DE CARROS,22691,10.215.988/0001-60,CIA LOCAÇÃO DAS AMÉRICAS,---,---,LCAM
LEVE3,METAL LEVE ON,BRLEVEACNOR2,AÇÃO,23.90,0.97,4.23,CONSUMO CÍCLICO,AUTOMÓVEIS E MOTOCICLETAS,AUTOMÓVEIS E MOTOCICLETAS,8575,60.476.884/0001-87,MAHLE-METAL LEVE S.A.,---,---,LEVE
LIGT3,LIGHT S/A ON,BRLIGTACNOR2,AÇÃO,20.44,-0.18,-0.87,UTILIDADE PÚBLICA,ENERGIA ELÉTRICA,ENERGIA ELÉTRICA,19879,03.378.521/0001-75,LIGHT S.A.,---,---,LIGT
LINX3,LINX ON,BRLINXACNOR0,AÇÃO,30.65,-0.55,-1.76,TECNOLOGIA DA INFORMAÇÃO,PROGRAMAS E SERVIÇOS,PROGRAMAS E SERVIÇOS,23035,06.948.969/0001-75,LINX S.A.,---,---,LINX
LIPR3,ELETROPAR ON,BRLIPRACNOR7,AÇÃO,58.00,0.00,0.00,UTILIDADE PÚBLICA,ENERGIA ELÉTRICA,ENERGIA ELÉTRICA,15784,01.104.937/0001-70,ELETROBRÁS PARTICIPAÇÕES S.A. - ELETROPAR,---,---,LIPR
LIQO3,LIQ ON,BRLIQOACNOR2,AÇÃO,0.88,-0.01,-1.12,BENS INDUSTRIAIS,SERVIÇOS,SERVIÇOS DIVERSOS,19100,04.032.433/0001-80,LIQ PARTICIPAÇÕES S.A.,---,---,LIQO
LLIS3,LE LIS BLANC ON,BRLLISACNOR4,AÇÃO,29.73,0.00,0.00,CONSUMO CÍCLICO,COMÉRCIO,TECIDOS. VESTUÁRIO E CALÇADOS,21440,49.669.856/0001-43,RESTOQUE COMÉRCIO E CONFECÇÕES DE ROUPAS S.A.,---,---,LLIS
LOGG3,LOG COM PROP ON,BRLOGGACNOR7,AÇÃO,17.20,-0.03,-0.17,FINANCEIRO,EXPLORAÇÃO DE IMÓVEIS,EXPLORAÇÃO DE IMÓVEIS,23272,09.041.168/0001-10,LOG COMMERCIAL PROPERTIES,---,---,LOGG
LOGN3,LOG-IN ON,BRLOGNACNOR3,AÇÃO,8.62,0.12,1.41,BENS INDUSTRIAIS,TRANSPORTE,TRANSPORTE HIDROVIÁRIO,20710,42.278.291/0001-24,LOG-IN LOGISTICA INTERMODAL S.A.,---,---,LOGN
LPSB3,LOPES BRASIL ON,BRLPSBACNOR0,AÇÃO,4.12,-0.05,-1.20,FINANCEIRO,EXPLORAÇÃO DE IMÓVEIS,INTERMEDIAÇÃO IMOBILIÁRIA,20370,08.078.847/0001-09,LPS BRASIL - CONSULTORIA DE IMOVEIS S.A.,---,---,LPSB
LREN3,LOJAS RENNER ON,BRLRENACNOR1,AÇÃO,42.49,-0.28,-0.64,CONSUMO CÍCLICO,COMÉRCIO,TECIDOS. VESTUÁRIO E CALÇADOS,8133,92.754.738/0001-62,LOJAS RENNER S.A.,---,---,LREN
LUPA3,LUPATECH ON,BRLUPAACNOR8,AÇÃO,1.61,0.04,2.55,PETRÓLEO. GÁS E BIOCOMBUSTÍVEIS,PETRÓLEO. GÁS E BIOCOMBUSTÍVEIS,EQUIPAMENTOS E SERVIÇOS,20060,89.463.822/0001-12,LUPATECH S.A.,---,---,LUPA
LUXM4,TREVISA PN,BRLUXMACNPR4,AÇÃO,17.00,0.00,0.00,BENS INDUSTRIAIS,TRANSPORTE,TRANSPORTE HIDROVIÁRIO,8192,92.660.570/0001-26,TREVISA INVESTIMENTOS S.A.,---,---,LUXM
MAPT4,CEMEPE PN,BRMAPTACNPR5,AÇÃO,2.99,0.00,0.00,OUTROS,OUTROS,OUTROS,13854,93.828.986/0001-73,CEMEPE INVESTIMENTOS S.A.,---,---,MAPT
MDIA3,M.DIASBRANCO ON,BRMDIAACNOR7,AÇÃO,40.71,0.20,0.49,CONSUMO NÃO CÍCLICO,ALIMENTOS PROCESSADOS,ALIMENTOS DIVERSOS,20338,07.206.816/0001-15,M.DIAS BRANCO S.A. IND COM DE ALIMENTOS,---,---,MDIA
MEAL3,IMC S/A ON,BRMEALACNOR9,AÇÃO,6.88,-0.02,-0.29,CONSUMO CÍCLICO,HOTEIS E RESTAURANTES,RESTAURANTE E SIMILARES,23574,17.314.329/0001-20,INTERNATIONAL MEAL COMPANY ALIMENTACAO S.A.,---,---,MEAL
MEND5,MENDES JR PNA,BRMENDACNPA2,AÇÃO,5.00,0.00,0.00,BENS INDUSTRIAIS,CONSTRUÇÃO E ENGENHARIA,CONSTRUÇÃO PESADA,4782,17.162.082/0001-73,MENDES JUNIOR ENGENHARIA S.A.,---,---,MEND
MEND6,MENDES JR PNB,BRMENDACNPB0,AÇÃO,4.22,0.00,0.00,BENS INDUSTRIAIS,CONSTRUÇÃO E ENGENHARIA,CONSTRUÇÃO PESADA,4782,17.162.082/0001-73,MENDES JUNIOR ENGENHARIA S.A.,---,---,MEND
MERC3,MERC FINANC ON,BRMERCACNOR2,AÇÃO,8.00,0.00,0.00,FINANCEIRO,INTERMEDIÁRIOS FINANCEIROS,SOC. CRÉDITO E FINANCIAMENTO,8540,33.040.601/0001-87,MERCANTIL BRASIL FINANC S.A. C.F.I.,---,---,MERC
MERC4,MERC FINANC PN,BRMERCACNPR9,AÇÃO,7.50,0.00,0.00,FINANCEIRO,INTERMEDIÁRIOS FINANCEIROS,SOC. CRÉDITO E FINANCIAMENTO,8540,33.040.601/0001-87,MERCANTIL BRASIL FINANC S.A. C.F.I.,---,---,MERC
MGEL4,MANGELS INDL PN,BRMGELACNPR3,AÇÃO,6.50,0.18,2.85,MATERIAIS BÁSICOS,SIDERURGIA E METALURGIA,ARTEFATOS DE FERRO E AÇO,8397,61.065.298/0001-02,MANGELS INDUSTRIAL S.A.,---,---,MGEL
MGLU3,MAGAZ LUIZA ON,BRMGLUACNOR2,AÇÃO,166.91,-3.89,-2.28,CONSUMO CÍCLICO,COMÉRCIO,ELETRODOMÉSTICOS,22470,47.960.950/0001-21,MAGAZINE LUIZA S.A.,---,---,MGLU
MILS3,MILLS ON,BRMILSACNOR2,AÇÃO,4.50,0.00,0.00,BENS INDUSTRIAIS,CONSTRUÇÃO E ENGENHARIA,SERVIÇOS DIVERSOS,22012,27.093.558/0001-15,MILLS ESTRUTURAS E SERVIÇOS DE ENGENHARIA S.A.,---,---,MILS
MMXM11,MMX MINER,BRMMXMTRV000,AÇÃO,0.47,0.00,0.00,MATERIAIS BÁSICOS,MINERAÇÃO,MINERAIS METÁLICOS,17914,02.762.115/0001-49,MMX MINERACAO E METALICOS S.A.,---,---,MMXM
MMXM3,MMX MINER ON,BRMMXMACNOR2,AÇÃO,2.08,0.00,0.00,MATERIAIS BÁSICOS,MINERAÇÃO,MINERAIS METÁLICOS,17914,02.762.115/0001-49,MMX MINERACAO E METALICOS S.A.,---,---,MMXM
MNDL3,MUNDIAL ON,BRMNDLACNOR4,AÇÃO,31.80,0.00,0.00,CONSUMO CÍCLICO,TECIDOS. VESTUÁRIO E CALÇADOS,ACESSÓRIOS,5312,88.610.191/0001-54,MUNDIAL S.A. - PRODUTOS DE CONSUMO,---,---,MNDL
MNPR3,MINUPAR ON,BRMNPRACNOR5,AÇÃO,1.80,-0.10,-5.26,CONSUMO NÃO CÍCLICO,ALIMENTOS PROCESSADOS,CARNES E DERIVADOS,13765,90.076.886/0001-40,MINUPAR PARTICIPACOES S.A.,---,---,MNPR
MOAR3,MONT ARANHA ON,BRMOARACNOR5,AÇÃO,172.00,0.00,0.00,FINANCEIRO,HOLDINGS DIVERSIFICADAS,HOLDINGS DIVERSIFICADAS,8893,33.102.476/0001-92,MONTEIRO ARANHA S.A.,---,---,MOAR
MOVI3,MOVIDA ON,BRMOVIACNOR0,AÇÃO,11.30,0.06,0.53,CONSUMO CÍCLICO,DIVERSOS,ALUGUEL DE CARROS,23825,21.314.559/0001-66,MOVIDA PARTICIPACOES SA,---,---,MOVI
MPLU3,MULTIPLUS ON,BRMPLUACNOR3,AÇÃO,26.84,0.00,0.00,CONSUMO CÍCLICO,DIVERSOS,PROGRAMAS DE FIDELIZAÇÃO,21946,11.094.546/0001-75,MULTIPLUS S.A.,---,---,MPLU
MRFG3,MARFRIG ON,BRMRFGACNOR0,AÇÃO,6.94,0.01,0.14,CONSUMO NÃO CÍCLICO,ALIMENTOS PROCESSADOS,CARNES E DERIVADOS,20788,03.853.896/0001-40,MARFRIG GLOBAL FOODS S.A.,---,---,MRFG
MRSA3B,MRS LOGIST ON,BRMRSAACNOR6,AÇÃO,7.05,0.00,0.00,BENS INDUSTRIAIS,TRANSPORTE,TRANSPORTE FERROVIÁRIO,17949,01.417.222/0001-77,MRS LOGISTICA S.A.,---,---,MRSA
MRSA5B,MRS LOGIST PNA,BRMRSAACNPA9,AÇÃO,7.04,0.00,0.00,BENS INDUSTRIAIS,TRANSPORTE,TRANSPORTE FERROVIÁRIO,17949,01.417.222/0001-77,MRS LOGISTICA S.A.,---,---,MRSA
MRSA6B,MRS LOGIST PNB,BRMRSAACNPB7,AÇÃO,6.51,0.00,0.00,BENS INDUSTRIAIS,TRANSPORTE,TRANSPORTE FERROVIÁRIO,17949,01.417.222/0001-77,MRS LOGISTICA S.A.,---,---,MRSA
MRVE3,MRV ON,BRMRVEACNOR2,AÇÃO,14.56,0.17,1.18,CONSUMO CÍCLICO,CONSTRUÇÃO CIVIL,INCORPORAÇÕES,20915,08.343.492/0001-20,MRV ENGENHARIA E PARTICIPACOES S.A.,---,---,MRVE
MSPA3,MELHOR SP ON,BRMSPAACNOR0,AÇÃO,45.80,0.00,0.00,MATERIAIS BÁSICOS,MADEIRA E PAPEL,PAPEL E CELULOSE,3654,60.730.348/0001-66,CIA MELHORAMENTOS DE SAO PAULO,---,---,MSPA
MSPA4,MELHOR SP PN,BRMSPAACNPR7,AÇÃO,48.01,0.00,0.00,MATERIAIS BÁSICOS,MADEIRA E PAPEL,PAPEL E CELULOSE,3654,60.730.348/0001-66,CIA MELHORAMENTOS DE SAO PAULO,---,---,MSPA
MTIG4,METAL IGUACU PN,BRMTIGACNPR7,AÇÃO,80.00,0.00,0.00,MATERIAIS BÁSICOS,EMBALAGENS,EMBALAGENS,8605,80.227.184/0001-66,METALGRAFICA IGUACU S.A.,---,---,MTIG
MTSA3,METISA ON,BRMTSAACNOR2,AÇÃO,50.00,0.00,0.00,BENS INDUSTRIAIS,MÁQUINAS E EQUIPAMENTOS,MÁQ. E EQUIP. CONSTRUÇÃO E AGRÍCOLAS,8753,86.375.425/0001-09,METISA METALURGICA TIMBOENSE S.A.,---,---,MTSA
MTSA4,METISA PN,BRMTSAACNPR9,AÇÃO,16.01,0.00,0.00,BENS INDUSTRIAIS,MÁQUINAS E EQUIPAMENTOS,MÁQ. E EQUIP. CONSTRUÇÃO E AGRÍCOLAS,8753,86.375.425/0001-09,METISA METALURGICA TIMBOENSE S.A.,---,---,MTSA
MULT3,MULTIPLAN ON,BRMULTACNOR5,AÇÃO,22.93,-0.17,-0.74,FINANCEIRO,EXPLORAÇÃO DE IMÓVEIS,EXPLORAÇÃO DE IMÓVEIS,20982,07.816.890/0001-53,MULTIPLAN - EMPREEND IMOBILIARIOS S.A.,---,---,MULT
MWET3,WETZEL S/A ON,BRMWETACNOR6,AÇÃO,6.34,0.00,0.00,BENS INDUSTRIAIS,MATERIAL DE TRANSPORTE,MATERIAL RODOVIÁRIO,11991,84.683.671/0001-94,WETZEL S.A.,---,---,MWET
MWET4,WETZEL S/A PN,BRMWETACNPR3,AÇÃO,4.60,0.00,0.00,BENS INDUSTRIAIS,MATERIAL DE TRANSPORTE,MATERIAL RODOVIÁRIO,11991,84.683.671/0001-94,WETZEL S.A.,---,---,MWET
MYPK3,IOCHP-MAXION ON,BRMYPKACNOR7,AÇÃO,20.07,-0.12,-0.59,CONSUMO CÍCLICO,AUTOMÓVEIS E MOTOCICLETAS,AUTOMÓVEIS E MOTOCICLETAS,11932,61.156.113/0001-75,IOCHPE MAXION S.A.,---,---,MYPK
NAFG3,NADIR FIGUEI ON,BRNAFGACNOR4,AÇÃO,65.00,0.91,1.42,CONSUMO CÍCLICO,UTILIDADES DOMÉSTICAS,UTENSÍLIOS DOMÉSTICOS,9040,61.067.161/0001-97,NADIR FIGUEIREDO IND E COM S.A.,---,---,NAFG
NAFG4,NADIR FIGUEI PN,BRNAFGACNPR1,AÇÃO,67.01,0.00,0.00,CONSUMO CÍCLICO,UTILIDADES DOMÉSTICAS,UTENSÍLIOS DOMÉSTICOS,9040,61.067.161/0001-97,NADIR FIGUEIREDO IND E COM S.A.,---,---,NAFG
NATU3,NATURA ON,BRNATUACNOR6,AÇÃO,45.05,-0.95,-2.07,CONSUMO NÃO CÍCLICO,PRODUTOS DE USO PESSOAL E DE LIMPEZA,PRODUTOS DE USO PESSOAL,19550,71.673.990/0001-77,NATURA COSMETICOS S.A.,---,---,NATU
NORD3,NORDON MET ON,BRNORDACNOR7,AÇÃO,1.60,0.00,0.00,BENS INDUSTRIAIS,MÁQUINAS E EQUIPAMENTOS,MÁQ. E EQUIP. INDUSTRIAIS,9083,60.884.319/0001-59,NORDON INDUSTRIAS METALURGICAS S.A.,---,---,NORD
NUTR3,NUTRIPLANT ON,BRNUTRACNOR0,AÇÃO,33.00,0.00,0.00,MATERIAIS BÁSICOS,QUÍMICOS,FERTILIZANTES E DEFENSIVOS,21334,51.128.999/0001-90,NUTRIPLANT INDUSTRIA E COMERCIO S.A.,---,---,NUTR
ODPV3,ODONTOPREV ON,BRODPVACNOR4,AÇÃO,16.75,0.17,1.03,SAÚDE,SERV.MÉD.HOSPIT..ANÁLISES E DIAGNÓSTICOS,SERV.MÉD.HOSPIT..ANÁLISES E DIAGNÓSTICOS,20125,58.119.199/0001-51,ODONTOPREV S.A.,---,---,ODPV
OFSA3,OUROFINO S/A ON,BROFSAACNOR7,AÇÃO,30.58,-0.41,-1.32,SAÚDE,MEDICAMENTOS E OUTROS PRODUTOS,MEDICAMENTOS E OUTROS PRODUTOS,23507,20.258.278/0001-70,OURO FINO SAUDE ANIMAL PARTICIPACOES S.A.,---,---,OFSA
OIBR3,OI ON,BROIBRACNOR1,AÇÃO,1.67,0.03,1.83,TELECOMUNICAÇÕES,TELECOMUNICAÇÕES,TELECOMUNICAÇÕES,11312,76.535.764/0001-43,OI S.A.,---,---,OIBR
OIBR4,OI PN,BROIBRACNPR8,AÇÃO,1.66,0.01,0.61,TELECOMUNICAÇÕES,TELECOMUNICAÇÕES,TELECOMUNICAÇÕES,11312,76.535.764/0001-43,OI S.A.,---,---,OIBR
